,id_siniestro,fecha_siniestro,modo_desplazamiento_victima,sexo_victima,edad_victima,año_victima,dia_victima,mes_victima
53399,lc-2019-0373972,2019-06-14,sd,m,37,2019,Friday,June
53400,lc-2019-0375200,2019-06-15,sd,m,37,2019,Saturday,June
53401,lc-2019-0375244,2019-06-15,sd,m,37,2019,Saturday,June
53402,lc-2019-0375731,2019-06-15,sd,m,37,2019,Saturday,June
53403,lc-2019-0375953,2019-06-16,sd,m,37,2019,Sunday,June
53404,lc-2019-0376277,2019-06-16,sd,m,37,2019,Sunday,June
53405,lc-2019-0376297,2019-06-16,sd,m,37,2019,Sunday,June
53406,lc-2019-0377007,2019-06-17,sd,m,37,2019,Monday,June
53407,lc-2019-0377379,2019-06-18,sd,m,37,2019,Tuesday,June
53408,lc-2019-0377582,2019-06-18,sd,m,37,2019,Tuesday,June
53409,lc-2019-0378158,2019-06-18,sd,m,37,2019,Tuesday,June
53410,lc-2019-0378221,2019-06-18,sd,m,37,2019,Tuesday,June
53411,lc-2019-0380719,2019-06-19,sd,m,37,2019,Wednesday,June
53412,lc-2019-0381100,2019-06-19,sd,m,37,2019,Wednesday,June
53413,lc-2019-0343265,2019-06-02,sd,m,37,2019,Sunday,June
53414,lc-2019-0344178,2019-06-02,sd,m,37,2019,Sunday,June
53415,lc-2019-0344245,2019-06-02,sd,m,37,2019,Sunday,June
53416,lc-2019-0382773,2019-06-20,sd,m,37,2019,Thursday,June
53418,lc-2019-0383346,2019-06-20,sd,m,37,2019,Thursday,June
53419,lc-2019-0383743,2019-06-20,sd,m,37,2019,Thursday,June
53420,lc-2019-0383744,2019-06-20,sd,m,37,2019,Thursday,June
53421,lc-2019-0383896,2019-06-20,sd,m,37,2019,Thursday,June
53422,lc-2019-0384068,2019-06-20,sd,m,37,2019,Thursday,June
53423,lc-2019-0385717,2019-06-21,sd,m,37,2019,Friday,June
53424,lc-2019-0387029,2019-06-22,sd,m,37,2019,Saturday,June
53425,lc-2019-0387775,2019-06-22,sd,m,37,2019,Saturday,June
53426,lc-2019-0388582,2019-06-23,sd,m,37,2019,Sunday,June
53427,lc-2019-0388992,2019-06-23,sd,m,37,2019,Sunday,June
53428,lc-2019-0389016,2019-06-23,sd,m,37,2019,Sunday,June
53429,lc-2019-0389140,2019-06-23,sd,m,37,2019,Sunday,June
53430,lc-2019-0389904,2019-06-24,sd,m,37,2019,Monday,June
53432,lc-2019-0390074,2019-06-24,sd,m,37,2019,Monday,June
53433,lc-2019-0391859,2019-06-24,sd,m,37,2019,Monday,June
53434,lc-2019-0392035,2019-06-24,sd,m,37,2019,Monday,June
53435,lc-2019-0392428,2019-06-25,sd,m,37,2019,Tuesday,June
53436,lc-2019-0394193,2019-06-25,sd,m,37,2019,Tuesday,June
53437,lc-2019-0394597,2019-06-25,sd,m,37,2019,Tuesday,June
53438,lc-2019-0394887,2019-06-25,sd,m,37,2019,Tuesday,June
53439,lc-2019-0395101,2019-06-25,sd,m,37,2019,Tuesday,June
53440,lc-2019-0395102,2019-06-25,sd,m,37,2019,Tuesday,June
53441,lc-2019-0395235,2019-06-25,sd,m,37,2019,Tuesday,June
53442,lc-2019-0396475,2019-06-25,sd,m,37,2019,Tuesday,June
53443,lc-2019-0395528,2019-06-26,sd,m,37,2019,Wednesday,June
53444,lc-2019-0396173,2019-06-26,sd,m,37,2019,Wednesday,June
53446,lc-2019-0397410,2019-06-26,sd,m,37,2019,Wednesday,June
53447,lc-2019-0397423,2019-06-26,sd,m,37,2019,Wednesday,June
53448,lc-2019-0397667,2019-06-26,sd,m,37,2019,Wednesday,June
53449,lc-2019-0398467,2019-06-27,sd,m,37,2019,Thursday,June
53450,lc-2019-0398926,2019-06-27,sd,m,37,2019,Thursday,June
53451,lc-2019-0399090,2019-06-27,sd,m,37,2019,Thursday,June
53452,lc-2019-0399840,2019-06-27,sd,m,37,2019,Thursday,June
53453,lc-2019-0400436,2019-06-27,sd,m,37,2019,Thursday,June
53454,lc-2019-0400446,2019-06-27,sd,m,37,2019,Thursday,June
53455,lc-2019-0401467,2019-06-28,sd,m,37,2019,Friday,June
53456,lc-2019-0401532,2019-06-28,sd,m,37,2019,Friday,June
53457,lc-2019-0401653,2019-06-28,sd,m,37,2019,Friday,June
53458,lc-2019-0402254,2019-06-28,sd,m,37,2019,Friday,June
53459,lc-2019-0403045,2019-06-28,sd,m,37,2019,Friday,June
53460,lc-2019-0403771,2019-06-29,sd,m,37,2019,Saturday,June
53461,lc-2019-0403894,2019-06-29,sd,m,37,2019,Saturday,June
53462,lc-2019-0404163,2019-06-29,sd,m,37,2019,Saturday,June
53463,lc-2019-0404364,2019-06-29,sd,m,37,2019,Saturday,June
53464,lc-2019-0345118,2019-06-03,sd,m,37,2019,Monday,June
53465,lc-2019-0346478,2019-06-03,sd,m,37,2019,Monday,June
53466,lc-2019-0347124,2019-06-03,sd,m,37,2019,Monday,June
53467,lc-2019-0404605,2019-06-30,sd,m,37,2019,Sunday,June
53470,lc-2019-0405357,2019-06-30,sd,m,37,2019,Sunday,June
53471,lc-2019-0405508,2019-06-30,sd,m,37,2019,Sunday,June
53472,lc-2019-0417291,2019-06-30,sd,m,37,2019,Sunday,June
53473,lc-2019-0348466,2019-06-04,sd,m,37,2019,Tuesday,June
53474,lc-2019-0348690,2019-06-04,sd,m,37,2019,Tuesday,June
53475,lc-2019-0352330,2019-06-04,sd,m,37,2019,Tuesday,June
53476,lc-2019-0350399,2019-06-05,sd,m,37,2019,Wednesday,June
53477,lc-2019-0350581,2019-06-05,sd,m,37,2019,Wednesday,June
53478,lc-2019-0350729,2019-06-05,sd,m,37,2019,Wednesday,June
53479,lc-2019-0350772,2019-06-05,sd,m,37,2019,Wednesday,June
53480,lc-2019-0351037,2019-06-05,sd,m,37,2019,Wednesday,June
53481,lc-2019-0351241,2019-06-05,sd,m,37,2019,Wednesday,June
53482,lc-2019-0351347,2019-06-05,sd,m,37,2019,Wednesday,June
53483,lc-2019-0351471,2019-06-05,sd,m,37,2019,Wednesday,June
53484,lc-2019-0351722,2019-06-05,sd,m,37,2019,Wednesday,June
53485,lc-2019-0352715,2019-06-06,sd,m,37,2019,Thursday,June
53487,lc-2019-0353543,2019-06-06,sd,m,37,2019,Thursday,June
53488,lc-2019-0353547,2019-06-06,sd,m,37,2019,Thursday,June
53489,lc-2019-0354194,2019-06-06,sd,m,37,2019,Thursday,June
53490,lc-2019-0354351,2019-06-06,sd,m,37,2019,Thursday,June
53491,lc-2019-0354627,2019-06-06,sd,m,37,2019,Thursday,June
53492,lc-2019-0354702,2019-06-06,sd,m,37,2019,Thursday,June
53493,lc-2019-0354777,2019-06-06,sd,m,37,2019,Thursday,June
53494,lc-2019-0359827,2019-06-06,sd,m,37,2019,Thursday,June
53495,lc-2019-0356667,2019-06-07,sd,m,37,2019,Friday,June
53496,lc-2019-0357243,2019-06-07,sd,m,37,2019,Friday,June
53497,lc-2019-0357962,2019-06-08,sd,m,37,2019,Saturday,June
53498,lc-2019-0358350,2019-06-08,sd,m,37,2019,Saturday,June
53499,lc-2019-0358709,2019-06-08,sd,m,37,2019,Saturday,June
53500,lc-2019-0359154,2019-06-08,sd,m,37,2019,Saturday,June
53501,lc-2019-0362704,2019-06-08,sd,m,37,2019,Saturday,June
53502,lc-2019-0359573,2019-06-09,sd,m,37,2019,Sunday,June
53503,lc-2019-0360007,2019-06-09,sd,m,37,2019,Sunday,June
53504,lc-2019-0405815,2019-07-01,sd,m,37,2019,Monday,July
53505,lc-2019-0405961,2019-07-01,sd,m,37,2019,Monday,July
53506,lc-2019-0405992,2019-07-01,sd,m,37,2019,Monday,July
53507,lc-2019-0406446,2019-07-01,sd,m,37,2019,Monday,July
53508,lc-2019-0406518,2019-07-01,sd,m,37,2019,Monday,July
53509,lc-2019-0407411,2019-07-01,sd,m,37,2019,Monday,July
53511,lc-2019-0407599,2019-07-01,sd,m,37,2019,Monday,July
53512,lc-2019-0407764,2019-07-01,sd,m,37,2019,Monday,July
53513,lc-2019-0423360,2019-07-10,sd,m,37,2019,Wednesday,July
53514,lc-2019-0423430,2019-07-10,sd,m,37,2019,Wednesday,July
53515,lc-2019-0423847,2019-07-10,sd,m,37,2019,Wednesday,July
53516,lc-2019-0424018,2019-07-10,sd,m,37,2019,Wednesday,July
53517,lc-2019-0424883,2019-07-10,sd,m,37,2019,Wednesday,July
53518,lc-2019-0425710,2019-07-10,sd,m,37,2019,Wednesday,July
53519,lc-2019-0425846,2019-07-10,sd,m,37,2019,Wednesday,July
53520,lc-2019-0425897,2019-07-10,sd,m,37,2019,Wednesday,July
53521,lc-2019-0425937,2019-07-10,sd,m,37,2019,Wednesday,July
53522,lc-2019-0426031,2019-07-10,sd,m,37,2019,Wednesday,July
53524,lc-2019-0492017,2019-07-10,sd,m,37,2019,Wednesday,July
53525,lc-2019-0426207,2019-07-11,sd,m,37,2019,Thursday,July
53526,lc-2019-0428261,2019-07-11,sd,m,37,2019,Thursday,July
53527,lc-2019-0428296,2019-07-11,sd,m,37,2019,Thursday,July
53528,lc-2019-0428322,2019-07-11,sd,m,37,2019,Thursday,July
53529,lc-2019-0428424,2019-07-11,sd,m,37,2019,Thursday,July
53530,lc-2019-0428536,2019-07-11,sd,m,37,2019,Thursday,July
53532,lc-2019-0428579,2019-07-11,sd,m,37,2019,Thursday,July
53533,lc-2019-0428917,2019-07-12,sd,m,37,2019,Friday,July
53535,lc-2019-0429157,2019-07-12,sd,m,37,2019,Friday,July
53536,lc-2019-0429296,2019-07-12,sd,m,37,2019,Friday,July
53537,lc-2019-0430578,2019-07-12,sd,m,37,2019,Friday,July
53538,lc-2019-0430838,2019-07-12,sd,m,37,2019,Friday,July
53539,lc-2019-0431842,2019-07-12,sd,m,37,2019,Friday,July
53540,lc-2019-0432491,2019-07-12,sd,m,37,2019,Friday,July
53541,lc-2019-0432284,2019-07-13,sd,m,37,2019,Saturday,July
53542,lc-2019-0433157,2019-07-13,sd,m,37,2019,Saturday,July
53543,lc-2019-0437459,2019-07-14,sd,m,37,2019,Sunday,July
53545,lc-2019-0437549,2019-07-15,sd,m,37,2019,Monday,July
53546,lc-2019-0439241,2019-07-16,sd,m,37,2019,Tuesday,July
53547,lc-2019-0442537,2019-07-17,sd,m,37,2019,Wednesday,July
53548,lc-2019-0444107,2019-07-18,sd,m,37,2019,Thursday,July
53549,lc-2019-0447745,2019-07-19,sd,m,37,2019,Friday,July
53551,lc-2019-0448272,2019-07-19,sd,m,37,2019,Friday,July
53552,lc-2019-0408588,2019-07-02,sd,m,37,2019,Tuesday,July
53553,lc-2019-0410032,2019-07-02,sd,m,37,2019,Tuesday,July
53554,lc-2019-0410397,2019-07-02,sd,m,37,2019,Tuesday,July
53555,lc-2019-0410786,2019-07-02,sd,m,37,2019,Tuesday,July
53556,lc-2019-0449425,2019-07-20,sd,m,37,2019,Saturday,July
53557,lc-2019-0449507,2019-07-20,sd,m,37,2019,Saturday,July
53558,lc-2019-0450379,2019-07-20,sd,m,37,2019,Saturday,July
53559,lc-2019-0450552,2019-07-21,sd,m,37,2019,Sunday,July
53560,lc-2019-0451343,2019-07-21,sd,m,37,2019,Sunday,July
53562,lc-2019-0452874,2019-07-21,sd,m,37,2019,Sunday,July
53563,lc-2019-0461027,2019-07-21,sd,m,37,2019,Sunday,July
53564,lc-2019-0451401,2019-07-22,sd,m,37,2019,Monday,July
53565,lc-2019-0454379,2019-07-23,sd,m,37,2019,Tuesday,July
53566,lc-2019-0459311,2019-07-24,sd,m,37,2019,Wednesday,July
53567,lc-2019-0463500,2019-07-26,sd,m,37,2019,Friday,July
53568,lc-2019-0466133,2019-07-26,sd,m,37,2019,Friday,July
53569,lc-2019-0471221,2019-07-26,sd,m,37,2019,Friday,July
53571,lc-2019-0464033,2019-07-27,sd,m,37,2019,Saturday,July
53572,lc-2019-0465335,2019-07-28,sd,m,37,2019,Sunday,July
53573,lc-2019-0412344,2019-07-03,sd,m,37,2019,Wednesday,July
53574,lc-2019-0412588,2019-07-03,sd,m,37,2019,Wednesday,July
53575,lc-2019-0412682,2019-07-03,sd,m,37,2019,Wednesday,July
53576,lc-2019-0415284,2019-07-03,sd,m,37,2019,Wednesday,July
53577,lc-2019-0569723,2019-07-03,sd,m,37,2019,Wednesday,July
53578,lc-2019-0472392,2019-07-31,sd,m,37,2019,Wednesday,July
53579,lc-2019-0414348,2019-07-04,sd,m,37,2019,Thursday,July
53580,lc-2019-0414672,2019-07-04,sd,m,37,2019,Thursday,July
53581,lc-2019-0414721,2019-07-04,sd,m,37,2019,Thursday,July
53582,lc-2019-0414788,2019-07-04,sd,m,37,2019,Thursday,July
53583,lc-2019-0415177,2019-07-04,sd,m,37,2019,Thursday,July
53584,lc-2019-0415210,2019-07-04,sd,m,37,2019,Thursday,July
53585,lc-2019-0415460,2019-07-04,sd,m,37,2019,Thursday,July
53586,lc-2019-0415659,2019-07-04,sd,m,37,2019,Thursday,July
53587,lc-2019-0415707,2019-07-04,sd,m,37,2019,Thursday,July
53588,lc-2019-0415845,2019-07-04,sd,m,37,2019,Thursday,July
53589,lc-2019-0415846,2019-07-04,sd,m,37,2019,Thursday,July
53590,lc-2019-0417239,2019-07-05,sd,m,37,2019,Friday,July
53591,lc-2019-0417356,2019-07-05,sd,m,37,2019,Friday,July
53592,lc-2019-0417513,2019-07-05,sd,m,37,2019,Friday,July
53593,lc-2019-0417733,2019-07-05,sd,m,37,2019,Friday,July
53594,lc-2019-0418107,2019-07-05,sd,m,37,2019,Friday,July
53595,lc-2019-0418125,2019-07-05,sd,m,37,2019,Friday,July
53596,lc-2019-0418319,2019-07-05,sd,m,37,2019,Friday,July
53597,lc-2019-0427773,2019-07-05,sd,m,37,2019,Friday,July
53598,lc-2019-0419225,2019-07-06,sd,m,37,2019,Saturday,July
53599,lc-2019-0419382,2019-07-06,sd,m,37,2019,Saturday,July
53600,lc-2019-0419691,2019-07-06,sd,m,37,2019,Saturday,July
53601,lc-2019-0424417,2019-07-06,sd,m,37,2019,Saturday,July
53603,lc-2019-0420734,2019-07-07,sd,m,37,2019,Sunday,July
53604,lc-2019-0421396,2019-07-07,sd,m,37,2019,Sunday,July
53605,lc-2019-0421041,2019-07-08,sd,m,37,2019,Monday,July
53606,lc-2019-0421267,2019-07-08,sd,m,37,2019,Monday,July
53607,lc-2019-0421450,2019-07-08,sd,m,37,2019,Monday,July
53608,lc-2019-0421578,2019-07-08,sd,m,37,2019,Monday,July
53609,lc-2019-0421848,2019-07-08,sd,m,37,2019,Monday,July
53610,lc-2019-0422078,2019-07-09,sd,m,37,2019,Tuesday,July
53611,lc-2019-0422212,2019-07-09,sd,m,37,2019,Tuesday,July
53612,lc-2019-0422724,2019-07-09,sd,m,37,2019,Tuesday,July
53613,lc-2019-0422916,2019-07-09,sd,m,37,2019,Tuesday,July
53614,lc-2019-0423036,2019-07-09,sd,m,37,2019,Tuesday,July
53615,lc-2019-0475326,2019-08-01,sd,m,37,2019,Thursday,August
53616,lc-2019-0476285,2019-08-01,sd,m,37,2019,Thursday,August
53617,lc-2019-0499330,2019-08-11,sd,m,37,2019,Sunday,August
53618,lc-2019-0499964,2019-08-12,sd,m,37,2019,Monday,August
53619,lc-2019-0501409,2019-08-12,sd,m,37,2019,Monday,August
53620,lc-2019-0503914,2019-08-12,sd,m,37,2019,Monday,August
53621,lc-2019-0504590,2019-08-13,sd,m,37,2019,Tuesday,August
53622,lc-2019-0505930,2019-08-14,sd,m,37,2019,Wednesday,August
53623,lc-2019-0505936,2019-08-14,sd,m,37,2019,Wednesday,August
53624,lc-2019-0507026,2019-08-14,sd,m,37,2019,Wednesday,August
53625,lc-2019-0509899,2019-08-15,sd,m,37,2019,Thursday,August
53626,lc-2019-0514723,2019-08-18,sd,m,37,2019,Sunday,August
53627,lc-2019-0518095,2019-08-19,sd,m,37,2019,Monday,August
53628,lc-2019-0476613,2019-08-02,sd,m,37,2019,Friday,August
53629,lc-2019-0477800,2019-08-02,sd,m,37,2019,Friday,August
53630,lc-2019-0479000,2019-08-02,sd,m,37,2019,Friday,August
53631,lc-2019-0519222,2019-08-20,sd,m,37,2019,Tuesday,August
53632,lc-2019-0520344,2019-08-21,sd,m,37,2019,Wednesday,August
53633,lc-2019-0520828,2019-08-21,sd,m,37,2019,Wednesday,August
53634,lc-2019-0523160,2019-08-22,sd,m,37,2019,Thursday,August
53635,lc-2019-0523862,2019-08-22,sd,m,37,2019,Thursday,August
53636,lc-2019-0526343,2019-08-23,sd,m,37,2019,Friday,August
53637,lc-2019-0527300,2019-08-23,sd,m,37,2019,Friday,August
53638,lc-2019-0532499,2019-08-26,sd,m,37,2019,Monday,August
53639,lc-2019-0538425,2019-08-27,sd,m,37,2019,Tuesday,August
53640,lc-2019-0558716,2019-08-27,sd,m,37,2019,Tuesday,August
53641,lc-2019-0540387,2019-08-29,sd,m,37,2019,Thursday,August
53642,lc-2019-0480027,2019-08-03,sd,m,37,2019,Saturday,August
53643,lc-2019-0480219,2019-08-03,sd,m,37,2019,Saturday,August
53644,lc-2019-0480226,2019-08-03,sd,m,37,2019,Saturday,August
53645,lc-2019-0480358,2019-08-03,sd,m,37,2019,Saturday,August
53646,lc-2019-0481008,2019-08-03,sd,m,37,2019,Saturday,August
53647,lc-2019-0544129,2019-08-30,sd,m,37,2019,Friday,August
53648,lc-2019-0544272,2019-08-30,sd,m,37,2019,Friday,August
53649,lc-2019-0544364,2019-08-30,sd,m,37,2019,Friday,August
53650,lc-2019-0545820,2019-08-31,sd,m,37,2019,Saturday,August
53651,lc-2019-0481114,2019-08-04,sd,m,37,2019,Sunday,August
53652,lc-2019-0481482,2019-08-04,sd,m,37,2019,Sunday,August
53653,lc-2019-0483356,2019-08-05,sd,m,37,2019,Monday,August
53654,lc-2019-0525678,2019-08-06,sd,m,37,2019,Tuesday,August
53655,lc-2019-0491823,2019-08-08,sd,m,37,2019,Thursday,August
53656,lc-2019-0492424,2019-08-08,sd,m,37,2019,Thursday,August
53657,lc-2019-0493078,2019-08-08,sd,m,37,2019,Thursday,August
53658,lc-2019-0493214,2019-08-08,sd,m,37,2019,Thursday,August
53659,lc-2019-0493729,2019-08-09,sd,m,37,2019,Friday,August
53660,lc-2019-0494740,2019-08-09,sd,m,37,2019,Friday,August
53661,lc-2019-0494807,2019-08-09,sd,m,37,2019,Friday,August
53662,lc-2019-0494931,2019-08-09,sd,m,37,2019,Friday,August
53663,lc-2019-0547096,2019-09-01,sd,m,37,2019,Sunday,September
53664,lc-2019-0567553,2019-09-10,sd,m,37,2019,Tuesday,September
53665,lc-2019-0568152,2019-09-10,sd,m,37,2019,Tuesday,September
53666,lc-2019-0568264,2019-09-10,sd,m,37,2019,Tuesday,September
53669,lc-2019-0568699,2019-09-10,sd,m,37,2019,Tuesday,September
53670,lc-2019-0569461,2019-09-11,sd,m,37,2019,Wednesday,September
53671,lc-2019-0570679,2019-09-11,sd,m,37,2019,Wednesday,September
53672,lc-2019-0571143,2019-09-11,sd,m,37,2019,Wednesday,September
53673,lc-2019-0571253,2019-09-11,sd,m,37,2019,Wednesday,September
53674,lc-2019-0574733,2019-09-13,sd,m,37,2019,Friday,September
53675,lc-2019-0575489,2019-09-13,sd,m,37,2019,Friday,September
53676,lc-2019-0586011,2019-09-13,sd,m,37,2019,Friday,September
53677,lc-2019-0578105,2019-09-15,sd,m,37,2019,Sunday,September
53678,lc-2019-0580925,2019-09-16,sd,m,37,2019,Monday,September
53679,lc-2019-0581448,2019-09-16,sd,m,37,2019,Monday,September
53680,lc-2019-0581538,2019-09-16,sd,m,37,2019,Monday,September
53681,lc-2019-0583642,2019-09-17,sd,m,37,2019,Tuesday,September
53682,lc-2019-0584279,2019-09-17,sd,m,37,2019,Tuesday,September
53683,lc-2019-0584469,2019-09-17,sd,m,37,2019,Tuesday,September
53684,lc-2019-0589024,2019-09-19,sd,m,37,2019,Thursday,September
53685,lc-2019-0549707,2019-09-02,sd,m,37,2019,Monday,September
53686,lc-2019-0590917,2019-09-20,sd,m,37,2019,Friday,September
53687,lc-2019-0593249,2019-09-21,sd,m,37,2019,Saturday,September
53688,lc-2019-0594202,2019-09-22,sd,m,37,2019,Sunday,September
53689,lc-2019-0594577,2019-09-22,sd,m,37,2019,Sunday,September
53690,lc-2019-0594835,2019-09-22,sd,m,37,2019,Sunday,September
53691,lc-2019-0600255,2019-09-22,sd,m,37,2019,Sunday,September
53692,lc-2019-0598672,2019-09-24,sd,m,37,2019,Tuesday,September
53693,lc-2019-0598818,2019-09-24,sd,m,37,2019,Tuesday,September
53695,lc-2019-0598933,2019-09-24,sd,m,37,2019,Tuesday,September
53696,lc-2019-0604536,2019-09-26,sd,m,37,2019,Thursday,September
53697,lc-2019-0605628,2019-09-26,sd,m,37,2019,Thursday,September
53698,lc-2019-0605982,2019-09-26,sd,m,37,2019,Thursday,September
53699,lc-2019-0608273,2019-09-26,sd,m,37,2019,Thursday,September
53700,lc-2019-0608448,2019-09-26,sd,m,37,2019,Thursday,September
53701,lc-2019-0607516,2019-09-27,sd,m,37,2019,Friday,September
53702,lc-2019-0609371,2019-09-28,sd,m,37,2019,Saturday,September
53703,lc-2019-0551128,2019-09-03,sd,m,37,2019,Tuesday,September
53704,lc-2019-0553953,2019-09-03,sd,m,37,2019,Tuesday,September
53705,lc-2019-0611444,2019-09-30,sd,m,37,2019,Monday,September
53706,lc-2019-0612250,2019-09-30,sd,m,37,2019,Monday,September
53707,lc-2019-0649839,2019-09-30,sd,m,37,2019,Monday,September
53708,lc-2019-0573464,2019-09-04,sd,m,37,2019,Wednesday,September
53709,lc-2019-0557099,2019-09-05,sd,m,37,2019,Thursday,September
53710,lc-2019-0557653,2019-09-05,sd,m,37,2019,Thursday,September
53711,lc-2019-0559585,2019-09-06,sd,m,37,2019,Friday,September
53712,lc-2019-0559816,2019-09-06,sd,m,37,2019,Friday,September
53713,lc-2019-0559820,2019-09-06,sd,m,37,2019,Friday,September
53714,lc-2019-0560044,2019-09-06,sd,m,37,2019,Friday,September
53715,lc-2019-0560103,2019-09-06,sd,m,37,2019,Friday,September
53716,lc-2019-0560125,2019-09-06,sd,m,37,2019,Friday,September
53717,lc-2019-0562484,2019-09-08,sd,m,37,2019,Sunday,September
53718,lc-2019-0589625,2019-09-08,sd,m,37,2019,Sunday,September
53719,lc-2020-0546440,2020-10-01,sd,m,37,2020,Thursday,October
53720,lc-2020-0560709,2020-10-11,sd,m,37,2020,Sunday,October
53721,lc-2020-0561367,2020-10-11,sd,m,37,2020,Sunday,October
53722,lc-2020-0562613,2020-10-12,sd,m,37,2020,Monday,October
53723,lc-2020-0565126,2020-10-14,sd,m,37,2020,Wednesday,October
53724,lc-2020-0565463,2020-10-14,sd,m,37,2020,Wednesday,October
53725,lc-2020-0567271,2020-10-15,sd,m,37,2020,Thursday,October
53726,lc-2020-0567324,2020-10-15,sd,m,37,2020,Thursday,October
53727,lc-2020-0567691,2020-10-15,sd,m,37,2020,Thursday,October
53728,lc-2020-0568222,2020-10-16,sd,m,37,2020,Friday,October
53729,lc-2020-0571206,2020-10-18,sd,m,37,2020,Sunday,October
53730,lc-2020-0548415,2020-10-02,sd,m,37,2020,Friday,October
53731,lc-2020-0584800,2020-10-27,sd,m,37,2020,Tuesday,October
53732,lc-2020-0549808,2020-10-03,sd,m,37,2020,Saturday,October
53733,lc-2020-0590034,2020-10-30,sd,m,37,2020,Friday,October
53734,lc-2020-0557082,2020-10-08,sd,m,37,2020,Thursday,October
53735,lc-2020-0557208,2020-10-08,sd,m,37,2020,Thursday,October
53736,lc-2020-0557399,2020-10-08,sd,m,37,2020,Thursday,October
53737,lc-2020-0615320,2020-11-16,sd,m,37,2020,Monday,November
53738,lc-2020-0620161,2020-11-18,sd,m,37,2020,Wednesday,November
53739,lc-2020-0630613,2020-11-26,sd,m,37,2020,Thursday,November
53740,lc-2020-0636656,2020-11-30,sd,m,37,2020,Monday,November
53741,lc-2020-0032999,2020-01-16,sd,m,37,2020,Thursday,January
53742,lc-2020-0035689,2020-01-17,sd,m,37,2020,Friday,January
53743,lc-2020-0638557,2020-12-01,sd,m,37,2020,Tuesday,December
53744,lc-2020-0639164,2020-12-01,sd,m,37,2020,Tuesday,December
53745,lc-2020-0044629,2020-01-21,sd,m,37,2020,Tuesday,January
53746,lc-2020-0653336,2020-12-11,sd,m,37,2020,Friday,December
53747,lc-2020-0654996,2020-12-12,sd,m,37,2020,Saturday,December
53748,lc-2020-0655321,2020-12-13,sd,m,37,2020,Sunday,December
53749,lc-2020-0657606,2020-12-14,sd,m,37,2020,Monday,December
53750,lc-2020-0661667,2020-12-16,sd,m,37,2020,Wednesday,December
53751,lc-2020-0662098,2020-12-16,sd,m,37,2020,Wednesday,December
53752,lc-2020-0667041,2020-12-19,sd,m,37,2020,Saturday,December
53753,lc-2020-0669117,2020-12-21,sd,m,37,2020,Monday,December
53754,lc-2020-0670475,2020-12-22,sd,m,37,2020,Tuesday,December
53755,lc-2020-0670680,2020-12-22,sd,m,37,2020,Tuesday,December
53756,lc-2020-0673145,2020-12-23,sd,m,37,2020,Wednesday,December
53757,lc-2020-0675024,2020-12-24,sd,m,37,2020,Thursday,December
53759,lc-2020-0676314,2020-12-26,sd,m,37,2020,Saturday,December
53760,lc-2020-0641710,2020-12-03,sd,m,37,2020,Thursday,December
53761,lc-2020-0057450,2020-01-28,sd,m,37,2020,Tuesday,January
53762,lc-2020-0104229,2020-02-17,sd,m,37,2020,Monday,February
53763,lc-2020-0162541,2020-03-13,sd,m,37,2020,Friday,March
53764,lc-2020-0149612,2020-03-08,sd,m,37,2020,Sunday,March
53765,lc-2020-0254234,2020-05-22,sd,m,37,2020,Friday,May
53766,lc-2020-0268904,2020-05-31,sd,m,37,2020,Sunday,May
53767,lc-2020-0458809,2020-07-30,sd,m,37,2020,Thursday,July
53768,lc-2020-0459903,2020-07-31,sd,m,37,2020,Friday,July
53769,lc-2020-0476765,2020-08-12,sd,m,37,2020,Wednesday,August
53770,lc-2020-0482888,2020-08-17,sd,m,37,2020,Monday,August
53771,lc-2020-0513041,2020-09-09,sd,m,37,2020,Wednesday,September
53772,lc-2021-0509285,2021-10-14,sd,m,37,2021,Thursday,October
53773,lc-2021-0517107,2021-10-18,sd,m,37,2021,Monday,October
53774,lc-2021-0518242,2021-10-19,sd,m,37,2021,Tuesday,October
53775,lc-2021-0526840,2021-10-22,sd,m,37,2021,Friday,October
53776,lc-2021-0527042,2021-10-22,sd,m,37,2021,Friday,October
53777,lc-2021-0529475,2021-10-24,sd,m,37,2021,Sunday,October
53778,lc-2021-0536044,2021-10-27,sd,m,37,2021,Wednesday,October
53779,lc-2021-0541285,2021-10-30,sd,m,37,2021,Saturday,October
53780,lc-2021-0492341,2021-10-04,sd,m,37,2021,Monday,October
53781,lc-2021-0598275,2021-12-01,sd,m,37,2021,Wednesday,December
53782,lc-2021-0624536,2021-12-15,sd,m,37,2021,Wednesday,December
53783,lc-2021-0624830,2021-12-15,sd,m,37,2021,Wednesday,December
53784,lc-2021-0626563,2021-12-16,sd,m,37,2021,Thursday,December
53785,lc-2021-0627063,2021-12-16,sd,m,37,2021,Thursday,December
53786,lc-2021-0600834,2021-12-02,sd,m,37,2021,Thursday,December
53787,lc-2021-0641908,2021-12-25,sd,m,37,2021,Saturday,December
53788,lc-2021-0609530,2021-12-07,sd,m,37,2021,Tuesday,December
53789,lc-2021-0609905,2021-12-07,sd,m,37,2021,Tuesday,December
53790,lc-2021-0610393,2021-12-07,sd,m,37,2021,Tuesday,December
53791,lc-2021-0016412,2021-01-03,sd,m,37,2021,Sunday,January
53792,lc-2021-0069060,2021-02-16,sd,m,37,2021,Tuesday,February
53793,lc-2021-0071618,2021-02-17,sd,m,37,2021,Wednesday,February
